TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Ai Yori Aoshi: Enishi,anime,"['Comedy', 'Drama', 'Romance']",['Harem'],"Two years after meeting Aoi, Kaoru and gang are still up to their normal habits. Kaoru now in grad school and the tenants being as rowdy as ever what will become of Aoi and Kaoru's love.

Two years has passed since Aoi and Kaoru were freed from the bonds of their families. They continue to live their normal lives with their usual friends in their house.",https://cdn.myanimelist.net/images/anime/10/71425l.jpg
Ai Yori Aoshi: Yumegatari,anime,"['Comedy', 'Romance', 'Slice of Life']",['Harem'],Kaoru and the girls have a picnic in Spring and talk about their dreams for the future.,https://cdn.myanimelist.net/images/anime/2/15405l.jpg
Aigan Kaijuu,anime,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Parody'],"The surreal world view of ""scary cute"" monsters that rampage endlessly. They look and act like toys but being several stories tall, the destruction on Japan is devastating.",https://cdn.myanimelist.net/images/anime/1557/95194l.jpg
Aikatsu Friends!,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","Aine Yuuki, who is a regular student at Star Harmony Academy's normal division, meets Mio Minato from the idol division, who invites her to join Aikatsu to fulfill Aine's goal to make friends. She also befriends Maika ChÅno and Ema Hinata who are also idols. Aine and Mio form a pair to become best friends to become the bright ""Diamond Friends"". Karen Kamishiro and Mirai Asuku are categorized as ""Diamond Friends"" and are in the Diamond Class!

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1198/90430l.jpg
Aikatsu Friends!: Kagayaki no Jewel,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","The story takes place two years after Aikatsu Friends! with Aine Yuuki now in high school. One day she has an encounter with the mysterious idol Hibiki Tenshou who wears the shining Jeweling Dress.
",https://cdn.myanimelist.net/images/anime/1391/100465l.jpg
Aikatsu on Parade!,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","Raki Kiseki is a second-year middle school student who transfers to Star Harmony Academy to become an idol. However, when she uses an Aikatsu Pass she received from her big sister (an Aikatsu engineer), something mysterious happens. Lots of doors appeared before her, and when she opens them, she meets Aikatsu idols she never knew before, such as Yume Nijino (Aikatsu Stars!). Raki vows to design her own premium dress and perform in it on stage. 

(Source: Anime News Network)",https://cdn.myanimelist.net/images/anime/1712/102652l.jpg
Aikatsu on Parade! (ONA),anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","""Dream School Grand Prix"" to decide the No.1 idol school among five schools representing the Aikatsu world will be held! In this competition where top idols representing each school compete on stage, Dream Academy's new idol Noel Otoshiro is selected as one of them?! For each idol's dream, a new story starts running into the shining future! 

(Source: Crunchyroll)",https://cdn.myanimelist.net/images/anime/1260/122030l.jpg
Aikatsu Planet!,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","The story revolves around ""Aikatsu Planet,"" a state-of-the-art virtual world where anyone can assume the role of an avatar and becoming a most popular virtual idol. Mao Otoha, an ordinary first-year student at the private academy Seirei High School, becomes a top idol avatar Hana when Hana's previous alter ego Meisa Hinata suddenly disappeared. However, Mao's new role as the avatar Hana is a secret to everyone else.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1319/111189l.jpg
Aikatsu Planet! anime,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","Mao Otoha, who is now a second year high school student at Seirei Private High School, is now performing as the top idol Hana in Aikatsu Planet!

A few months after the Planet Princess Grand Prix, her schedule is packed everyday. The reason why Mao can be an active idol is because of the bond she has with her fans, in which she has changed and felt touched, and now would like to deliver her gratitude to those important around her by launching the ""Aikatsu Planet! Gratitude Festival"".

(source: eiga.com, translated)",https://cdn.myanimelist.net/images/anime/1110/127764l.jpg
Aikatsu Stars!,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths.

At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba, and the two develop a friendly rivalry, working together to learn and improve.

Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/78658l.jpg
Aikatsu Stars! anime,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","The film's plot is set in a southern island, where a Legendary Dress Audition is taking place. Nijino Yume and the others must find secret dresses said to be hidden somewhere in the island.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/6/82689l.jpg
Aikatsu!,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","An idol's brilliance illuminates the dreams of humanity. Starlight Academy, a holy ground for celebrities in training, seeks to realize this belief. Behind its rigorous entrance requirements lie not only the top young stars in the entertainment business, but some of the best memories these students will ever have.

Or so Aoi Kiriya believes. Alongside her best friend Ichigo, Aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world: Mizuki Kanzaki. As they journey through the numerous laughs, friendships, and heartbreaks that await them, can the two girls light up the lives of others as Mizuki has done for them?

Whether it be chopping down Christmas trees, traversing obstacle courses, or even rock climbing, there's always a playful new adventure to be found in the world of Aikatsu!.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/74783l.jpg
Aikatsu! anime,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","The story of the anime revolves around Ichigo, who was just a normal middle school student until she suddenly got involved in the world of idols. The film will center on Aikatsu!'s greatest ""Super Live"" concert yet, the Dai Star Miya Ichigo Matsuri. Ichigo prepares for the concert with press conferences, last-minute lessons, and more.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/68463l.jpg
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,anime,['Slice of Life'],"['Idols (Female)', 'Music', 'School']","Short anime screened alongside Aikatsu Stars! anime. The film and the short will mark the first time the franchise is screening a double feature.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1163/133977l.jpg
Air in Summer,anime,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['Historical'],"Unwilling to move to a different shrine and leave her friends behind, Kanna escapes in the dead of night with her loyal bodyguard Ryuuya and confidant Uraha. Knowing their pursuers are not far behind, the three embark on a journey to locate Kanna's mother, who Kanna yearns to see after many years of separation. Amid the tensions, the trio explores the world outside the confines of the palaceâ€”serving as a tranquil yet temporary distraction from what is to come.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/82726l.jpg
Air Master,anime,"['Action', 'Comedy']",['Martial Arts'],"A former gymnast, Aikawa Maki has turned her skills to a different way of lifeâ€”street fighting. The only thing that truly makes her feel alive is violence. With amazing power and grace, she fights opponent after opponent, repeatedly demonstrating the gymnastic talent that earns her her nom de guerre, ""Airmaster.""",https://cdn.myanimelist.net/images/anime/2/21019l.jpg
Airy Me,anime,"['Avant Garde', 'Award Winning', 'Drama', 'Horror']",['Music'],"A test subject is administered daily medication by a nurse in a ward where mysterious medical experiments take place. One day, when the nurse presses the switch of the test subject, it successfully transforms into a chimera. When the test subject continues to hold human desires to take on non-human forms, what spectacle will arise as a result? And what effect will this have on the subject's relationship with the nurse?

(Source: Japan Media Arts Festival)",https://cdn.myanimelist.net/images/anime/7/78635l.jpg
